,level_0,index,GaiaEDR3,RA_ICRS,DE_ICRS,Plx,Pwd,PM,pmRA,pmDE,Gmag,BPmag,RPmag,TeffH,e_TeffH,loggH,e_loggH,MassH,TeffHe,e_TeffHe,loggHe,e_loggHe,MassHe,Teffmix,e_Teffmix,loggmix,e_loggmix,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,SDSS12,umag,gmag,rmag,imag,zmag,recno,spectype,l,b
4555,29077,128208,1289986903300047744,225.42112481948,34.53314879915,13.1077,0.999477,80.726,-72.255,36.0,15.849900245666504,15.761500358581543,16.049299240112305,21800.31,557.45,8.481663,0.029747,0.922879,23358.74,1046.24,8.61361,0.027386,0.985213,23377.78,1058.9,8.619137,0.027417,76.2224197,76.0222244,76.4224625,76.1737518,75.9528961,76.3903885,J150141.14+343158.8,15.616999626159668,15.651000022888184,16.020999908447266,16.334999084472656,16.652999877929688,443278,DA,55.90179543265574,61.212902202346946
4556,29079,128226,1160605304179261312,225.43998649297,7.15803735055,5.745,0.980492,7.109,3.152,-6.372,18.46929931640625,18.557199478149414,18.303499221801758,9052.01,705.9,7.795281,0.271244,0.484196,8889.35,707.35,7.753567,0.242878,0.468484,8461.44,673.2,7.603211,0.248995,178.949081,167.890259,188.149414,172.712631,165.69191,180.140778,J150145.59+070929.0,18.97100067138672,18.483999252319336,18.517000198364258,18.60099983215332,18.753999710083008,443344,DA,6.093722851865534,53.21703336325792
4557,29083,128237,1289003149631834880,225.44790507681,33.17986361811,6.5916,0.999395,32.326,21.626,24.027,17.236900329589844,17.222999572753906,17.357799530029297,14931.83,524.05,7.981095,0.057019,0.601632,14678.13,512.42,7.992632,0.071128,0.584776,14578.35,500.89,7.993091,0.070806,151.311768,150.086014,152.754501,151.40657,150.181763,152.915634,J150147.47+331047.2,17.41900062561035,17.107999801635742,17.3700008392334,17.6299991607666,17.861000061035156,443381,DA,53.09298919370917,61.30094574326965
4558,29090,128247,1181858043605558528,225.46171954089,13.28527636405,4.4135,0.996413,27.961,-26.293,-9.512,18.608200073242188,18.663700103759766,18.643600463867188,11263.26,1193.52,7.954195,0.249746,0.577364,10862.91,1105.38,7.799942,0.24039,0.472388,10555.76,1191.5,7.758808,0.289065,225.002258,216.179901,236.656631,231.22821,217.900665,244.573883,J150150.83+131707.1,18.614999771118164,18.565000534057617,18.714000701904297,18.9060001373291,19.041000366210938,443448,DB,15.035451219114307,56.561085986103606
4559,29095,128250,1269615701616493056,225.46337779187,28.2803343767,6.7367,0.99904,53.655,16.364,-51.098,17.328899383544922,17.304399490356445,17.383699417114258,13652.2,407.76,7.961764,0.052601,0.587585,13337.43,384.02,7.930138,0.065986,0.546892,13247.61,392.64,7.927805,0.069066,148.206055,146.909225,149.976547,148.530396,147.18074,149.648026,J150151.19+281649.7,17.579999923706055,17.17799949645996,17.434999465942383,17.674999237060547,17.941999435424805,443454,DA,42.89864977866509,61.197984816881934
4560,29098,128257,1153788091569264256,225.47405935503,2.05109797535,3.5991,0.99972,38.892,15.295,-35.758,18.070100784301758,18.034500122070312,18.260700225830078,18478.22,2280.14,7.885021,0.207374,0.557267,19036.4,3047.96,8.018128,0.256546,0.606672,18970.61,3103.78,8.021157,0.259114,281.540802,269.145325,296.072632,287.089111,272.388306,297.462524,J150153.75+020304.4,18.038999557495117,17.908000946044922,18.229999542236328,18.513999938964844,18.858999252319336,443496,DA,359.76868450805,49.95062572131001
4561,29101,128270,1295049909531771264,225.48602038741,37.42984699607,3.1264,0.999729,53.584,-50.957,16.572,18.430299758911133,18.386999130249023,18.633899688720703,18767.05,2244.44,7.96535,0.199168,0.601455,19465.66,3015.11,8.106006,0.236377,0.659403,19402.57,3071.01,8.109089,0.239299,323.390594,310.211456,337.099854,328.984528,321.396942,339.564484,J150156.70+372547.2,18.43400001525879,18.243000030517578,18.60300064086914,18.892000198364258,19.170000076293945,443548,DA,61.79269405774207,60.7339093550699
4562,29103,128291,1180101711219120000,225.50568743468,10.37849493603,3.4477,0.95891,55.76,-40.337,-38.497,18.118600845336914,18.066099166870117,17.93630027770996,9878.34,667.41,7.059334,0.268026,0.262754,10320.76,886.06,7.092853,0.276233,0.271873,9898.08,1003.94,6.992088,0.34494,303.234009,275.085052,337.78183,226.21077,218.086685,278.834991,J150201.40+102243.0,18.114999771118164,17.961999893188477,18.11199951171875,18.246999740600586,18.364999771118164,443625,DC,10.658869611563931,55.011834957873994
4563,29107,128307,1585316237620488704,225.51958730408,42.62485276827,3.4956,0.999728,12.115,-10.221,-6.504,18.385000228881836,18.372100830078125,18.57670021057129,15978.43,1567.86,7.902233,0.169269,0.560289,15938.61,1863.43,7.959277,0.220247,0.567945,15877.64,1921.8,7.965198,0.226437,285.40979,275.287384,296.989105,294.150482,287.304779,300.792664,J150204.71+423729.5,18.461999893188477,18.23200035095215,18.562999725341797,18.79800033569336,19.229000091552734,443692,DA,71.81686778694576,59.328354936304784
4564,29109,128314,1593750629972711936,225.52883437459,51.86772356034,3.0676,0.998807,22.178,-8.009,-20.681,17.62700080871582,17.528600692749023,17.855499267578125,23245.57,1630.79,7.679816,0.102865,0.473432,26908.72,2209.45,7.779706,0.038595,0.498577,26945.29,2223.6,7.787264,0.037282,328.511841,322.359741,337.250031,325.591736,318.970306,331.439758,J150206.93+515204.1,17.357999801635742,17.389999389648438,17.825000762939453,18.15399932861328,18.40999984741211,443730,DA,87.1842850839394,55.213254995653735
4565,29113,128315,4419519835755847936,225.52908072551,-0.02990135793,3.929,0.99643,44.299,-35.823,-26.06,18.69529914855957,18.71980094909668,18.736000061035156,12903.8,2028.49,7.982566,0.226549,0.59769,12462.69,1493.44,7.89676,0.260401,0.526807,12323.47,1630.59,7.880523,0.293825,253.826111,241.488602,264.663269,259.760895,251.359543,272.745575,J150207.02-000147.2,19.219999313354492,18.735000610351562,18.761999130249023,18.957000732421875,19.18000030517578,443732,DA,357.48266419121137,48.49963187073101
4566,29132,128385,1585736697739064576,225.62711042521,44.19437469373,4.4593,0.995339,37.107,-25.433,-27.02,18.41469955444336,18.41659927368164,18.47800064086914,13402.01,1264.19,8.069598,0.134331,0.650159,13062.13,1110.21,8.022231,0.178333,0.599291,12959.03,1152.82,8.016709,0.191812,223.132462,217.834122,228.655334,226.418015,220.697235,232.540512,J150230.54+441140.1,18.71500015258789,18.29800033569336,18.5310001373291,18.781999588012695,19.048999786376953,444136,DA,74.61185900880868,58.69648949586076
4567,29138,128401,1267905445638403328,225.65477419439,25.3686182477,5.4241,0.957494,118.154,-49.119,-107.46,17.86389923095703,17.93779945373535,17.729799270629883,9477.34,275.65,7.433208,0.095496,0.359662,9440.68,308.66,7.398608,0.093064,0.34815,8982.89,315.37,7.240525,0.104663,183.637634,179.167236,187.133896,181.336624,176.88829,184.724686,J150237.18+252208.3,18.465999603271484,17.888999938964844,17.94099998474121,18.052000045776367,18.14699935913086,444242,DA,37.01824055655505,60.6162716393077
4568,29145,128437,1592188185293936256,225.70168763872,49.42456702105,5.3145,0.98187,48.41,-33.574,34.876,17.59980010986328,17.646400451660156,17.545400619506836,10338.84,255.41,7.437737,0.062189,0.365579,10383.25,288.6,7.397116,0.065668,0.352936,10003.09,332.88,7.295126,0.084689,187.103104,184.618317,189.534424,184.769241,182.463837,187.460098,J150248.44+492527.9,17.9950008392334,17.524999618530273,17.68600082397461,17.83799934387207,17.975000381469727,444443,DA,83.3578646528729,56.37796285669484
4569,29149,128454,1393132256604306048,225.72057456637,42.0788675436,5.0428,0.999155,59.657,45.507,-38.576,17.976200103759766,17.982799530029297,18.079299926757812,13461.72,726.59,7.956671,0.086586,0.584235,12935.58,636.13,7.888572,0.109804,0.52331,12828.1,665.87,7.881302,0.11902,199.102905,195.91095,202.071899,198.717392,195.969513,202.490479,J150252.87+420444.4,18.261999130249023,17.868999481201172,18.082000732421875,18.31399917602539,18.60300064086914,444517,DA,70.70961784433152,59.367123401683315
4570,29159,128499,4419453968137194496,225.78605947773,-0.23132964511,4.6971,0.999246,23.92,-23.344,5.215,18.01650047302246,18.019100189208984,18.156099319458008,15413.51,1561.62,8.007738,0.167399,0.618055,15066.65,1585.3,8.01918,0.216708,0.600888,14968.46,1568.08,8.020437,0.217162,215.055099,207.952057,220.977219,217.179214,211.863892,221.924713,J150308.68-001352.8,18.121999740600586,17.868000030517578,18.131000518798828,18.42099952697754,18.65399932861328,444786,DA,357.5290775665049,48.17457938428884
4571,29185,128576,6340767112231016192,225.87694182682,-0.86985597982,5.288,0.99651,25.051,-23.847,-7.671,18.414400100708008,18.505199432373047,18.48200035095215,10643.98,1099.43,7.963868,0.250335,0.581168,10151.65,1012.75,7.785698,0.219996,0.463305,9767.35,1120.87,7.715244,0.277643,189.231262,182.470306,195.557602,194.706238,190.997711,198.911606,J150330.48-005211.3,18.822999954223633,18.368000030517578,18.503000259399414,18.65999984741211,18.868000030517578,445154,DA,356.934123127847,47.66761780353437
4572,29205,128614,1156816730706983424,225.93002970698,5.45216340832,5.1265,0.999635,55.502,-49.731,-24.643,17.135700225830078,17.06089973449707,17.35260009765625,20293.02,1994.3,7.913005,0.14019,0.576643,20543.8,2654.66,8.01535,0.152602,0.607595,20519.93,2686.59,8.020572,0.153786,194.749512,191.223526,197.698349,197.424988,194.486938,200.642517,J150343.25+052708.1,16.834999084472656,16.90999984741211,17.30699920654297,17.63599967956543,17.89699935913086,445352,DA,4.359595832013062,51.79105839305849
4573,29207,128625,1275981324189764608,225.94546098273,29.9478129213,11.9917,0.990807,127.692,-86.122,94.278,17.68939971923828,17.857500076293945,17.41069984436035,7544.87,110.76,7.932163,0.049487,0.553724,7405.57,107.52,7.864804,0.052166,0.497536,7098.81,96.14,7.748088,0.042403,83.2956085,82.6574554,83.9309769,83.2928925,82.7425461,83.9988251,J150346.99+295651.0,18.333999633789062,17.836000442504883,17.711999893188477,17.715999603271484,17.79400062561035,445416,DC,46.39710930474795,60.89714834274684
4574,29223,128683,1291497907153073536,226.01194978226,34.91166202478,7.0978,0.998884,119.021,-93.344,73.844,16.138099670410156,15.812600135803223,15.995699882507324,14933.32,369.65,7.331103,0.104025,0.357362,14335.93,297.86,7.341973,0.106628,0.357461,14256.17,289.62,7.343395,0.106307,141.58783,133.55452,149.540161,120.999481,118.348503,125.260429,J150402.95+345441.0,15.8149995803833,15.704999923706055,16.011999130249023,16.261999130249023,16.554000854492188,445717,DA,56.57189886178031,60.69018569521068
4575,29224,128691,1291482960667939840,226.02099657732,34.79055458336,7.9897,0.994778,76.71,4.958,-76.549,17.868900299072266,17.95199966430664,17.777999877929688,9704.86,294.62,8.053968,0.087436,0.631844,9424.61,289.24,7.939257,0.085446,0.54387,8994.58,292.22,7.808749,0.075644,124.971588,123.509018,126.439453,125.250145,123.657913,126.99176,J150405.03+344726.9,18.320999145507812,17.89299964904785,17.94099998474121,18.049999237060547,18.176000595092773,445757,DA,56.32426266946912,60.695562560005555
4576,29238,128730,1160591598938860416,226.06917919786,7.45858375282,7.0003,0.999414,14.223,1.038,-14.185,17.003700256347656,16.95989990234375,17.16939926147461,17174.15,843.58,8.089576,0.072502,0.669995,17177.79,1163.96,8.171663,0.113114,0.696856,17114.15,1191.63,8.176229,0.114155,143.200165,141.873245,144.82341,143.170883,141.796326,144.657135,J150416.60+072731.1,16.974000930786133,16.82900047302246,17.150999069213867,17.450000762939453,17.72100067138672,445963,DA,7.113012815830596,52.89377883271884
4577,29240,128739,1180837280202652544,226.07728954143,12.00718507391,6.8082,0.99926,28.709,-3.714,-28.468,17.277099609375,17.233200073242188,17.373899459838867,15381.09,823.97,8.088823,0.084572,0.665954,15034.44,826.01,8.100671,0.107943,0.649728,14927.81,814.68,8.100966,0.108012,147.49202,145.344788,149.755371,146.362518,144.079102,148.821335,J150418.55+120026.2,17.10099983215332,17.158000946044922,17.437999725341797,17.658000946044922,17.898000717163086,446000,DB,13.600359401755803,55.39927746907656
4578,29243,128761,1154004081179409920,226.09901059543,3.04273975379,15.0065,0.99928,112.446,-68.703,89.016,15.546299934387207,15.512999534606934,15.651300430297852,15063.72,297.76,8.067877,0.027111,0.652702,14771.35,295.73,8.081554,0.035051,0.637652,14668.17,289.73,8.081801,0.034919,66.5148239,66.3618164,66.6892319,66.5269775,66.3486557,66.6831055,J150423.83+030232.3,15.677000045776367,15.392000198364258,15.690999984741211,15.942000389099121,16.195999145507812,446091,DA,1.5712192552314295,50.13246135283061
4579,29244,128767,1295371344883792640,226.10646846672,37.55749829858,3.5854,0.953931,29.246,9.629,-27.615,18.875099182128906,18.96310043334961,18.740999221801758,9369.97,648.99,7.484516,0.214513,0.375993,9299.48,714.59,7.447706,0.207225,0.36351,8844.91,716.65,7.285316,0.234755,277.623047,267.421814,288.529144,259.535034,252.698029,268.023926,J150425.54+373327.3,19.375999450683594,18.89699935913086,18.950000762939453,19.038999557495117,19.222000122070312,446118,DA,61.85883146649701,60.22639803093242
4580,29248,128787,1187358934638880384,226.13195272043,16.41468329887,5.7013,0.999813,64.054,-31.266,-55.905,17.281299591064453,17.220399856567383,17.412900924682617,17426.94,827.73,7.975316,0.077318,0.603984,17073.48,1082.29,8.03216,0.115979,0.611731,17003.96,1110.66,8.036417,0.117305,175.618942,172.539581,178.070602,173.728012,171.058716,175.807053,J150431.69+162453.5,17.070999145507812,17.135000228881836,17.466999053955078,17.72800064086914,17.95199966430664,446227,DB,20.688715470863947,57.41787097142169
4581,29251,128789,1291481410184183552,226.13275054459,34.78331870895,6.3759,0.999489,21.356,8.534,-19.577,16.62150001525879,16.533100128173828,16.730100631713867,18684.0,1000.73,7.786827,0.078481,0.508239,17914.85,1262.3,7.822255,0.087531,0.49872,17870.19,1287.82,7.82762,0.088256,156.879654,155.81929,158.230347,155.945221,154.906387,157.13385,J150431.85+344700.1,16.42300033569336,16.415000915527344,16.777000427246094,17.05900001525879,17.341999053955078,446231,DA,56.29035978661347,60.60500859073292
4582,29257,128830,6339926191994388480,226.17957334542,-1.5630413636,5.3778,0.992396,9.075,4.71,7.757,18.51409912109375,18.5757999420166,18.42259979248047,10544.13,1005.85,8.025309,0.237212,0.616908,10391.77,1060.18,7.920064,0.226133,0.53529,10020.07,1203.16,7.811367,0.28632,187.322006,181.906311,193.834961,187.091324,181.651428,192.64299,J150443.08-013347.0,19.013999938964844,18.534000396728516,18.57200050354004,18.70800018310547,18.797000885009766,446436,DA,356.5102223793375,46.96799679395093
4583,29259,128844,1180579616524570752,226.19094390167,11.27805394197,3.6951,0.999743,33.573,-22.113,-25.262,18.050399780273438,18.012100219726562,18.242000579833984,20853.43,2494.15,8.071338,0.191644,0.666534,23271.63,6358.18,8.241045,0.171227,0.748259,23283.13,6401.39,8.247133,0.171319,272.441772,263.749329,286.467896,274.967316,261.956421,286.304993,J150445.84+111641.2,18.058000564575195,17.867000579833984,18.209999084472656,18.481000900268555,18.757999420166016,446497,DA,12.610380404336286,54.925756713457865
4584,29275,128908,1160743018010041472,226.25499204978,7.73788325051,3.0053,0.999413,12.051,0.726,-12.029,18.589599609375,18.51289939880371,18.835599899291992,25389.38,4270.73,8.361667,0.305925,0.852099,31005.36,6378.85,8.497211,0.262946,0.947262,31065.09,6590.57,8.503405,0.265584,336.098633,313.077148,365.631561,370.377563,357.766022,382.050568,J150501.19+074416.4,18.343000411987305,18.381999969482422,18.767000198364258,19.079999923706055,19.354999542236328,446770,DA,7.667139878155075,52.90831167727764
4585,29279,128913,1392817972373017856,226.25861838419,40.89424037331,4.6965,0.998818,76.446,-70.284,30.069,17.359600067138672,17.347900390625,17.457700729370117,14078.55,520.96,7.520996,0.058069,0.407931,14372.42,508.03,7.596621,0.066071,0.431199,14288.46,495.29,7.597468,0.065715,212.977615,209.423935,216.550674,213.423401,210.151581,216.51239,J150502.15+405338.9,17.607999801635742,17.2189998626709,17.48200035095215,17.725000381469727,18.041000366210938,446791,DA,68.25557112248617,59.33608625547524
4586,29283,128922,1289020673097509760,226.2756463039,32.99986997366,12.4401,0.982384,14.746,-11.676,9.006,16.737300872802734,16.829700469970703,16.5718994140625,9003.66,114.36,7.752138,0.031227,0.462329,8869.19,117.79,7.725622,0.030481,0.457954,8436.2,111.63,7.572328,0.033463,80.2114029,79.9397278,80.5312271,80.1154709,79.8533096,80.4232635,J150506.16+325959.4,17.125,16.756000518798828,16.815000534057617,16.89299964904785,16.87299919128418,446848,DA,52.64768242718957,60.61785903855
4587,29284,128924,1295485694092963968,226.2759414745,38.50481647483,5.6642,0.998246,35.307,-31.959,-15.006,17.07029914855957,17.066200256347656,17.112300872802734,12518.62,345.82,7.451618,0.041088,0.380677,12710.0,336.32,7.486942,0.05046,0.392223,12601.2,359.37,7.478846,0.055923,175.892929,174.052902,177.499878,177.002548,174.849869,178.725372,J150506.26+383017.5,16.993999481201172,16.941999435424805,17.19700050354004,17.409000396728516,17.593000411987305,446850,DB,63.66665735962095,59.90772301335069
4588,29285,128925,1393192356082171392,226.2762789225,42.38695863049,3.8073,0.998972,18.269,-10.054,-15.254,18.80739974975586,18.796499252319336,19.08449935913086,16143.87,2881.99,8.312655,0.25242,0.8076,15289.69,3008.53,8.293453,0.351005,0.772661,15197.0,3034.4,8.295365,0.357472,263.269501,254.495621,274.310028,265.551331,253.916229,276.24231,J150506.30+422313.1,18.927000045776367,18.64900016784668,18.91200065612793,19.128999710083008,19.381000518798828,446852,DA,71.02367247590541,58.87902745625867
4589,29296,128991,1160696224342167424,226.3513822409,7.6909364122,5.9527,0.999145,37.723,-37.043,-7.133,17.450000762939453,17.43709945678711,17.549699783325195,14684.88,1135.48,7.950548,0.126228,0.583757,14674.92,1134.2,7.980576,0.157607,0.577838,14574.83,1108.33,7.980998,0.156857,168.721909,164.703369,173.232269,168.772049,164.323975,172.034424,J150524.36+074127.4,17.583999633789062,17.29199981689453,17.60099983215332,17.865999221801758,18.135000228881836,447157,DA,7.696244546438629,52.80334115846471
